"Country Name","Country Code","Indicator Name","Indicator Code","NA","year","gdp","country_standardized"
"Faroe Islands","FRO","GDP (current US$)","NY.GDP.MKTP.CD",NA,"2001",1160268212.07291,"Faroe Islands"
"Faroe Islands","FRO","GDP (current US$)","NY.GDP.MKTP.CD",NA,"2002",1275093689.27107,"Faroe Islands"
"Faroe Islands","FRO","GDP (current US$)","NY.GDP.MKTP.CD",NA,"2003",1501941580.88903,"Faroe Islands"
"Faroe Islands","FRO","GDP (current US$)","NY.GDP.MKTP.CD",NA,"2004",1724770770.83393,"Faroe Islands"
"Faroe Islands","FRO","GDP (current US$)","NY.GDP.MKTP.CD",NA,"2005",1759739599.22694,"Faroe Islands"
"Faroe Islands","FRO","GDP (current US$)","NY.GDP.MKTP.CD",NA,"2006",2017680834.89917,"Faroe Islands"
"Faroe Islands","FRO","GDP (current US$)","NY.GDP.MKTP.CD",NA,"2007",2339015313.29513,"Faroe Islands"
"Faroe Islands","FRO","GDP (current US$)","NY.GDP.MKTP.CD",NA,"2008",2489873249.62815,"Faroe Islands"
"Faroe Islands","FRO","GDP (current US$)","NY.GDP.MKTP.CD",NA,"2009",2296065170.05552,"Faroe Islands"
"Faroe Islands","FRO","GDP (current US$)","NY.GDP.MKTP.CD",NA,"2010",2331796784.36009,"Faroe Islands"
"Faroe Islands","FRO","GDP (current US$)","NY.GDP.MKTP.CD",NA,"2011",2505740669.27039,"Faroe Islands"
"Faroe Islands","FRO","GDP (current US$)","NY.GDP.MKTP.CD",NA,"2012",2427200388.91831,"Faroe Islands"
"Faroe Islands","FRO","GDP (current US$)","NY.GDP.MKTP.CD",NA,"2013",2690110520.92548,"Faroe Islands"
"Faroe Islands","FRO","GDP (current US$)","NY.GDP.MKTP.CD",NA,"2014",2914012679.27277,"Faroe Islands"
"Faroe Islands","FRO","GDP (current US$)","NY.GDP.MKTP.CD",NA,"2015",2573905971.05459,"Faroe Islands"
"Faroe Islands","FRO","GDP (current US$)","NY.GDP.MKTP.CD",NA,"2016",2813278868.78208,"Faroe Islands"
"Faroe Islands","FRO","GDP (current US$)","NY.GDP.MKTP.CD",NA,"2017",2980057377.87967,"Faroe Islands"
"Faroe Islands","FRO","GDP (current US$)","NY.GDP.MKTP.CD",NA,"2018",3188600927.46688,"Faroe Islands"
"Faroe Islands","FRO","GDP (current US$)","NY.GDP.MKTP.CD",NA,"2019",3266432734.22819,"Faroe Islands"
"Faroe Islands","FRO","GDP (current US$)","NY.GDP.MKTP.CD",NA,"2020",3271813311.5831,"Faroe Islands"
"Faroe Islands","FRO","GDP (current US$)","NY.GDP.MKTP.CD",NA,"2021",3664686796.62669,"Faroe Islands"
"Faroe Islands","FRO","GDP (current US$)","NY.GDP.MKTP.CD",NA,"2022",3566698397.6602,"Faroe Islands"
"Faroe Islands","FRO","GDP (current US$)","NY.GDP.MKTP.CD",NA,"2023",3907323961.33964,"Faroe Islands"
"Faroe Islands","FRO","GDP (current US$)","NY.GDP.MKTP.CD",NA,"2024",NA,"Faroe Islands"
"Micronesia, Fed. Sts.","FSM","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1960",NA,"Micronesia (Federated States of)"
"Micronesia, Fed. Sts.","FSM","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1961",NA,"Micronesia (Federated States of)"
"Micronesia, Fed. Sts.","FSM","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1962",NA,"Micronesia (Federated States of)"
"Micronesia, Fed. Sts.","FSM","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1963",NA,"Micronesia (Federated States of)"
"Micronesia, Fed. Sts.","FSM","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1964",NA,"Micronesia (Federated States of)"
"Micronesia, Fed. Sts.","FSM","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1965",NA,"Micronesia (Federated States of)"
"Micronesia, Fed. Sts.","FSM","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1966",NA,"Micronesia (Federated States of)"
"Micronesia, Fed. Sts.","FSM","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1967",NA,"Micronesia (Federated States of)"
"Micronesia, Fed. Sts.","FSM","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1968",NA,"Micronesia (Federated States of)"
"Micronesia, Fed. Sts.","FSM","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1969",NA,"Micronesia (Federated States of)"
"Micronesia, Fed. Sts.","FSM","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1970",19885926,"Micronesia (Federated States of)"
"Micronesia, Fed. Sts.","FSM","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1971",21783158,"Micronesia (Federated States of)"
"Micronesia, Fed. Sts.","FSM","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1972",25100928,"Micronesia (Federated States of)"
"Micronesia, Fed. Sts.","FSM","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1973",34821467,"Micronesia (Federated States of)"
"Micronesia, Fed. Sts.","FSM","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1974",46095175,"Micronesia (Federated States of)"
"Micronesia, Fed. Sts.","FSM","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1975",46119184,"Micronesia (Federated States of)"
"Micronesia, Fed. Sts.","FSM","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1976",46813193,"Micronesia (Federated States of)"
"Micronesia, Fed. Sts.","FSM","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1977",47305560,"Micronesia (Federated States of)"
"Micronesia, Fed. Sts.","FSM","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1978",53656834,"Micronesia (Federated States of)"
"Micronesia, Fed. Sts.","FSM","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1979",60270778,"Micronesia (Federated States of)"
"Micronesia, Fed. Sts.","FSM","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1980",64186644,"Micronesia (Federated States of)"
"Micronesia, Fed. Sts.","FSM","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1981",76472529,"Micronesia (Federated States of)"
"Micronesia, Fed. Sts.","FSM","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1982",80055706,"Micronesia (Federated States of)"
"Micronesia, Fed. Sts.","FSM","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1983",84110353,"Micronesia (Federated States of)"
"Micronesia, Fed. Sts.","FSM","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1984",84676118,"Micronesia (Federated States of)"
"Micronesia, Fed. Sts.","FSM","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1985",101931941,"Micronesia (Federated States of)"
"Micronesia, Fed. Sts.","FSM","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1986",112210000,"Micronesia (Federated States of)"
"Micronesia, Fed. Sts.","FSM","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1987",116700000,"Micronesia (Federated States of)"
"Micronesia, Fed. Sts.","FSM","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1988",124700000,"Micronesia (Federated States of)"
"Micronesia, Fed. Sts.","FSM","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1989",135200000,"Micronesia (Federated States of)"
"Micronesia, Fed. Sts.","FSM","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1990",147200000,"Micronesia (Federated States of)"
"Micronesia, Fed. Sts.","FSM","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1991",166200000,"Micronesia (Federated States of)"
"Micronesia, Fed. Sts.","FSM","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1992",178100000,"Micronesia (Federated States of)"
"Micronesia, Fed. Sts.","FSM","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1993",198400000,"Micronesia (Federated States of)"
"Micronesia, Fed. Sts.","FSM","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1994",202500000,"Micronesia (Federated States of)"
"Micronesia, Fed. Sts.","FSM","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1995",221575300,"Micronesia (Federated States of)"
"Micronesia, Fed. Sts.","FSM","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1996",218534700,"Micronesia (Federated States of)"
"Micronesia, Fed. Sts.","FSM","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1997",206626300,"Micronesia (Federated States of)"
"Micronesia, Fed. Sts.","FSM","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1998",218873100,"Micronesia (Federated States of)"
"Micronesia, Fed. Sts.","FSM","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1999",220140500,"Micronesia (Federated States of)"
"Micronesia, Fed. Sts.","FSM","GDP (current US$)","NY.GDP.MKTP.CD",NA,"2000",233271800,"Micronesia (Federated States of)"
"Micronesia, Fed. Sts.","FSM","GDP (current US$)","NY.GDP.MKTP.CD",NA,"2001",240970900,"Micronesia (Federated States of)"
"Micronesia, Fed. Sts.","FSM","GDP (current US$)","NY.GDP.MKTP.CD",NA,"2002",242517200,"Micronesia (Federated States of)"
"Micronesia, Fed. Sts.","FSM","GDP (current US$)","NY.GDP.MKTP.CD",NA,"2003",245432900,"Micronesia (Federated States of)"
"Micronesia, Fed. Sts.","FSM","GDP (current US$)","NY.GDP.MKTP.CD",NA,"2004",240236000,"Micronesia (Federated States of)"
"Micronesia, Fed. Sts.","FSM","GDP (current US$)","NY.GDP.MKTP.CD",NA,"2005",250281900,"Micronesia (Federated States of)"
"Micronesia, Fed. Sts.","FSM","GDP (current US$)","NY.GDP.MKTP.CD",NA,"2006",253541900,"Micronesia (Federated States of)"
"Micronesia, Fed. Sts.","FSM","GDP (current US$)","NY.GDP.MKTP.CD",NA,"2007",256787200,"Micronesia (Federated States of)"
"Micronesia, Fed. Sts.","FSM","GDP (current US$)","NY.GDP.MKTP.CD",NA,"2008",263145100,"Micronesia (Federated States of)"
"Micronesia, Fed. Sts.","FSM","GDP (current US$)","NY.GDP.MKTP.CD",NA,"2009",280284600,"Micronesia (Federated States of)"
"Micronesia, Fed. Sts.","FSM","GDP (current US$)","NY.GDP.MKTP.CD",NA,"2010",296944100,"Micronesia (Federated States of)"
"Micronesia, Fed. Sts.","FSM","GDP (current US$)","NY.GDP.MKTP.CD",NA,"2011",311301600,"Micronesia (Federated States of)"
"Micronesia, Fed. Sts.","FSM","GDP (current US$)","NY.GDP.MKTP.CD",NA,"2012",327248700,"Micronesia (Federated States of)"
"Micronesia, Fed. Sts.","FSM","GDP (current US$)","NY.GDP.MKTP.CD",NA,"2013",317214400,"Micronesia (Federated States of)"
"Micronesia, Fed. Sts.","FSM","GDP (current US$)","NY.GDP.MKTP.CD",NA,"2014",319271200,"Micronesia (Federated States of)"
"Micronesia, Fed. Sts.","FSM","GDP (current US$)","NY.GDP.MKTP.CD",NA,"2015",316489900,"Micronesia (Federated States of)"
"Micronesia, Fed. Sts.","FSM","GDP (current US$)","NY.GDP.MKTP.CD",NA,"2016",3.25e+08,"Micronesia (Federated States of)"
"Micronesia, Fed. Sts.","FSM","GDP (current US$)","NY.GDP.MKTP.CD",NA,"2017",3.59e+08,"Micronesia (Federated States of)"
"Micronesia, Fed. Sts.","FSM","GDP (current US$)","NY.GDP.MKTP.CD",NA,"2018",3.92e+08,"Micronesia (Federated States of)"
"Micronesia, Fed. Sts.","FSM","GDP (current US$)","NY.GDP.MKTP.CD",NA,"2019",3.94e+08,"Micronesia (Federated States of)"
"Micronesia, Fed. Sts.","FSM","GDP (current US$)","NY.GDP.MKTP.CD",NA,"2020",372902690.041619,"Micronesia (Federated States of)"
"Micronesia, Fed. Sts.","FSM","GDP (current US$)","NY.GDP.MKTP.CD",NA,"2021",391601946.963072,"Micronesia (Federated States of)"
"Micronesia, Fed. Sts.","FSM","GDP (current US$)","NY.GDP.MKTP.CD",NA,"2022",415956896.458884,"Micronesia (Federated States of)"
"Micronesia, Fed. Sts.","FSM","GDP (current US$)","NY.GDP.MKTP.CD",NA,"2023",443916782.295594,"Micronesia (Federated States of)"
"Micronesia, Fed. Sts.","FSM","GDP (current US$)","NY.GDP.MKTP.CD",NA,"2024",471425099.488675,"Micronesia (Federated States of)"
"Gabon","GAB","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1960",141468977.799846,"Gabon"
"Gabon","GAB","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1961",167637907.122782,"Gabon"
"Gabon","GAB","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1962",182796536.266025,"Gabon"
"Gabon","GAB","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1963",154480244.055222,"Gabon"
"Gabon","GAB","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1964",215679855.342091,"Gabon"
"Gabon","GAB","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1965",226474285.779063,"Gabon"
"Gabon","GAB","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1966",245849781.273234,"Gabon"
"Gabon","GAB","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1967",271543680.048895,"Gabon"
"Gabon","GAB","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1968",294468564.245272,"Gabon"
"Gabon","GAB","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1969",318124701.478771,"Gabon"
"Gabon","GAB","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1970",323802475.512425,"Gabon"
"Gabon","GAB","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1971",381687072.622379,"Gabon"
"Gabon","GAB","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1972",430508358.514204,"Gabon"
"Gabon","GAB","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1973",722780701.295854,"Gabon"
"Gabon","GAB","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1974",1544216001.66059,"Gabon"
"Gabon","GAB","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1975",2157592940.04234,"Gabon"
"Gabon","GAB","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1976",3009409974.26856,"Gabon"
"Gabon","GAB","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1977",2809349069.22118,"Gabon"
"Gabon","GAB","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1978",2389479271.66616,"Gabon"
"Gabon","GAB","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1979",3030251120.09759,"Gabon"
"Gabon","GAB","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1980",4279637942.25144,"Gabon"
"Gabon","GAB","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1981",3862269120.53497,"Gabon"
"Gabon","GAB","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1982",3618007841.13503,"Gabon"
"Gabon","GAB","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1983",3391275731.53751,"Gabon"
"Gabon","GAB","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1984",3561451560.50783,"Gabon"
"Gabon","GAB","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1985",3339914757.22872,"Gabon"
"Gabon","GAB","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1986",3403638189.20049,"Gabon"
"Gabon","GAB","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1987",3281797043.04996,"Gabon"
"Gabon","GAB","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1988",3834503376.02992,"Gabon"
"Gabon","GAB","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1989",4186411463.85975,"Gabon"
"Gabon","GAB","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1990",5952293764.84777,"Gabon"
"Gabon","GAB","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1991",5402919784.57004,"Gabon"
"Gabon","GAB","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1992",5592390827.39854,"Gabon"
"Gabon","GAB","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1993",4378645081.01769,"Gabon"
"Gabon","GAB","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1994",4190819344.22255,"Gabon"
"Gabon","GAB","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1995",4958845648.04778,"Gabon"
"Gabon","GAB","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1996",5694040002.89863,"Gabon"
"Gabon","GAB","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1997",5326817114.53586,"Gabon"
"Gabon","GAB","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1998",4483417309.83011,"Gabon"
"Gabon","GAB","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1999",4662992036.2073,"Gabon"
"Gabon","GAB","GDP (current US$)","NY.GDP.MKTP.CD",NA,"2000",5080483628.53013,"Gabon"
"Gabon","GAB","GDP (current US$)","NY.GDP.MKTP.CD",NA,"2001",5023265413.2623,"Gabon"
"Gabon","GAB","GDP (current US$)","NY.GDP.MKTP.CD",NA,"2002",5335451099.88223,"Gabon"
"Gabon","GAB","GDP (current US$)","NY.GDP.MKTP.CD",NA,"2003",6511903365.47554,"Gabon"
"Gabon","GAB","GDP (current US$)","NY.GDP.MKTP.CD",NA,"2004",7770219008.21293,"Gabon"
"Gabon","GAB","GDP (current US$)","NY.GDP.MKTP.CD",NA,"2005",9582783990.85345,"Gabon"
"Gabon","GAB","GDP (current US$)","NY.GDP.MKTP.CD",NA,"2006",10327598306.4575,"Gabon"
"Gabon","GAB","GDP (current US$)","NY.GDP.MKTP.CD",NA,"2007",12455409587.3371,"Gabon"
"Gabon","GAB","GDP (current US$)","NY.GDP.MKTP.CD",NA,"2008",15571348344.3379,"Gabon"
"Gabon","GAB","GDP (current US$)","NY.GDP.MKTP.CD",NA,"2009",12113699068.2517,"Gabon"
"Gabon","GAB","GDP (current US$)","NY.GDP.MKTP.CD",NA,"2010",14372593020.2885,"Gabon"
"Gabon","GAB","GDP (current US$)","NY.GDP.MKTP.CD",NA,"2011",18210307743.5816,"Gabon"
"Gabon","GAB","GDP (current US$)","NY.GDP.MKTP.CD",NA,"2012",17170464016.0593,"Gabon"
"Gabon","GAB","GDP (current US$)","NY.GDP.MKTP.CD",NA,"2013",17595744798.3398,"Gabon"
"Gabon","GAB","GDP (current US$)","NY.GDP.MKTP.CD",NA,"2014",18203966895.8433,"Gabon"
"Gabon","GAB","GDP (current US$)","NY.GDP.MKTP.CD",NA,"2015",14383107762.6952,"Gabon"
"Gabon","GAB","GDP (current US$)","NY.GDP.MKTP.CD",NA,"2016",14023890265.3665,"Gabon"
"Gabon","GAB","GDP (current US$)","NY.GDP.MKTP.CD",NA,"2017",14929487485.1623,"Gabon"
"Gabon","GAB","GDP (current US$)","NY.GDP.MKTP.CD",NA,"2018",16867326401.9626,"Gabon"
"Gabon","GAB","GDP (current US$)","NY.GDP.MKTP.CD",NA,"2019",16874405465.391,"Gabon"
"Gabon","GAB","GDP (current US$)","NY.GDP.MKTP.CD",NA,"2020",15342236163.9943,"Gabon"
"Gabon","GAB","GDP (current US$)","NY.GDP.MKTP.CD",NA,"2021",19444935097.2333,"Gabon"
"Gabon","GAB","GDP (current US$)","NY.GDP.MKTP.CD",NA,"2022",20440655695.229,"Gabon"
"Gabon","GAB","GDP (current US$)","NY.GDP.MKTP.CD",NA,"2023",20055720403.471,"Gabon"
"Gabon","GAB","GDP (current US$)","NY.GDP.MKTP.CD",NA,"2024",20867044935.6729,"Gabon"
"United Kingdom","GBR","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1960",73233967692.1028,"United Kingdom"
"United Kingdom","GBR","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1961",77741965703.3544,"United Kingdom"
"United Kingdom","GBR","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1962",81247564156.8246,"United Kingdom"
"United Kingdom","GBR","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1963",86561961812.3249,"United Kingdom"
"United Kingdom","GBR","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1964",94407558351.1616,"United Kingdom"
"United Kingdom","GBR","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1965",101824755078.991,"United Kingdom"
"United Kingdom","GBR","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1966",108572752102.045,"United Kingdom"
"United Kingdom","GBR","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1967",113116888210.787,"United Kingdom"
"United Kingdom","GBR","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1968",107759910067.889,"United Kingdom"
"United Kingdom","GBR","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1969",116464702803.218,"United Kingdom"
"United Kingdom","GBR","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1970",130671946244.3,"United Kingdom"
"United Kingdom","GBR","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1971",148113896325.14,"United Kingdom"
"United Kingdom","GBR","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1972",169965034965.035,"United Kingdom"
"United Kingdom","GBR","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1973",192537971582.558,"United Kingdom"
"United Kingdom","GBR","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1974",206131369798.971,"United Kingdom"
"United Kingdom","GBR","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1975",241756637168.142,"United Kingdom"
"United Kingdom","GBR","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1976",232614555256.065,"United Kingdom"
"United Kingdom","GBR","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1977",263066457352.172,"United Kingdom"
"United Kingdom","GBR","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1978",335883029721.956,"United Kingdom"
"United Kingdom","GBR","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1979",438994070309.191,"United Kingdom"
"United Kingdom","GBR","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1980",564947710899.373,"United Kingdom"
"United Kingdom","GBR","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1981",540765675241.158,"United Kingdom"
"United Kingdom","GBR","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1982",515048916841.37,"United Kingdom"
"United Kingdom","GBR","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1983",489618008185.539,"United Kingdom"
"United Kingdom","GBR","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1984",461487097632.349,"United Kingdom"
"United Kingdom","GBR","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1985",489285164271.047,"United Kingdom"
"United Kingdom","GBR","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1986",601452653180.885,"United Kingdom"
"United Kingdom","GBR","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1987",745162608269.325,"United Kingdom"
"United Kingdom","GBR","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1988",910122732123.799,"United Kingdom"
"United Kingdom","GBR","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1989",926884816753.927,"United Kingdom"
"United Kingdom","GBR","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1990",1093169389204.55,"United Kingdom"
"United Kingdom","GBR","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1991",1142797178130.51,"United Kingdom"
"United Kingdom","GBR","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1992",1179659529659.53,"United Kingdom"
"United Kingdom","GBR","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1993",1061388722255.55,"United Kingdom"
"United Kingdom","GBR","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1994",1140489745944.29,"United Kingdom"
"United Kingdom","GBR","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1995",1344240176739.78,"United Kingdom"
"United Kingdom","GBR","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1996",1419645865834.63,"United Kingdom"
"United Kingdom","GBR","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1997",1560911918795.02,"United Kingdom"
"United Kingdom","GBR","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1998",1653694932096.72,"United Kingdom"
"United Kingdom","GBR","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1999",1687830448147.55,"United Kingdom"
"United Kingdom","GBR","GDP (current US$)","NY.GDP.MKTP.CD",NA,"2000",1665534876683.31,"United Kingdom"
"United Kingdom","GBR","GDP (current US$)","NY.GDP.MKTP.CD",NA,"2001",1649827263567.01,"United Kingdom"
"United Kingdom","GBR","GDP (current US$)","NY.GDP.MKTP.CD",NA,"2002",1785729916067.15,"United Kingdom"
"United Kingdom","GBR","GDP (current US$)","NY.GDP.MKTP.CD",NA,"2003",2054422857142.86,"United Kingdom"
"United Kingdom","GBR","GDP (current US$)","NY.GDP.MKTP.CD",NA,"2004",2421525082387.4,"United Kingdom"
"United Kingdom","GBR","GDP (current US$)","NY.GDP.MKTP.CD",NA,"2005",2.54318e+12,"United Kingdom"
"United Kingdom","GBR","GDP (current US$)","NY.GDP.MKTP.CD",NA,"2006",2708441582336.71,"United Kingdom"
"United Kingdom","GBR","GDP (current US$)","NY.GDP.MKTP.CD",NA,"2007",3090510204081.63,"United Kingdom"
"United Kingdom","GBR","GDP (current US$)","NY.GDP.MKTP.CD",NA,"2008",2929411764705.88,"United Kingdom"
"United Kingdom","GBR","GDP (current US$)","NY.GDP.MKTP.CD",NA,"2009",2412840006231.5,"United Kingdom"
"United Kingdom","GBR","GDP (current US$)","NY.GDP.MKTP.CD",NA,"2010",2485482596184.71,"United Kingdom"
"United Kingdom","GBR","GDP (current US$)","NY.GDP.MKTP.CD",NA,"2011",2663805834828.07,"United Kingdom"
"United Kingdom","GBR","GDP (current US$)","NY.GDP.MKTP.CD",NA,"2012",2707089726614.64,"United Kingdom"
"United Kingdom","GBR","GDP (current US$)","NY.GDP.MKTP.CD",NA,"2013",2784853502534.29,"United Kingdom"
"United Kingdom","GBR","GDP (current US$)","NY.GDP.MKTP.CD",NA,"2014",3064708247921.43,"United Kingdom"
"United Kingdom","GBR","GDP (current US$)","NY.GDP.MKTP.CD",NA,"2015",2927911140916.73,"United Kingdom"
"United Kingdom","GBR","GDP (current US$)","NY.GDP.MKTP.CD",NA,"2016",2689106566899.61,"United Kingdom"
"United Kingdom","GBR","GDP (current US$)","NY.GDP.MKTP.CD",NA,"2017",2680148052335.3,"United Kingdom"
"United Kingdom","GBR","GDP (current US$)","NY.GDP.MKTP.CD",NA,"2018",2871340347581.79,"United Kingdom"
"United Kingdom","GBR","GDP (current US$)","NY.GDP.MKTP.CD",NA,"2019",2851407164907.81,"United Kingdom"
"United Kingdom","GBR","GDP (current US$)","NY.GDP.MKTP.CD",NA,"2020",2696778386607.65,"United Kingdom"
"United Kingdom","GBR","GDP (current US$)","NY.GDP.MKTP.CD",NA,"2021",3143323050707.26,"United Kingdom"
"United Kingdom","GBR","GDP (current US$)","NY.GDP.MKTP.CD",NA,"2022",3114042471144.39,"United Kingdom"
"United Kingdom","GBR","GDP (current US$)","NY.GDP.MKTP.CD",NA,"2023",3369861888972.88,"United Kingdom"
"United Kingdom","GBR","GDP (current US$)","NY.GDP.MKTP.CD",NA,"2024",3643834188782.91,"United Kingdom"
"Georgia","GEO","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1960",NA,"Georgia"
"Georgia","GEO","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1961",NA,"Georgia"
"Georgia","GEO","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1962",NA,"Georgia"
"Georgia","GEO","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1963",NA,"Georgia"
"Georgia","GEO","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1964",NA,"Georgia"
"Georgia","GEO","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1965",NA,"Georgia"
"Georgia","GEO","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1966",NA,"Georgia"
"Georgia","GEO","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1967",NA,"Georgia"
